Zip,Zip Percentage,Region,City,State,Year, Total Building Count , Total Roof Area (sq meters) , Total Potential Capacity with 10m2 minimum (kW) , Total potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - SMALL , Total Area in lidar (sq meters) - SMALL , Buildings - SMALL with any size available area , Area (sq meters) - SMALL with any size available area , Buildings - SMALL - with 10m2+ available area , Area (sq meters) - SMALL - with 10m2+ available area , Small building potential capacity with 10m2 minimum (kW) , Small building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - MEDIUM , Total Area in lidar (sq meters) - MEDIUM , Buildings - MEDIUM with any size available area , Area (sq meters) - MEDIUM with any size available area , Buildings - MEDIUM with 10m2+ available area , Area (sq meters) - MEDIUM with 10m2+ available area , Medium building potential capacity with 10m2 minimum (kW) , Medium building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - LARGE , Total Area in lidar (sq meters) - LARGE , Buildings - LARGE with any size available area , Area (sq meters) - LARGE with any size available area , Buildings - LARGE - with 10m2+ available area , Area (sq meters) - LARGE - with 10m2+ available area , Large building potential capacity with 10m2 minimum (kW) , Large building potential energy generation with 10m2 minimum (kWh/yr) , Average Building Footprint (sq meters) ,% Buildings in SMALL category,% Area in SMALL category,% Buildings in MEDIUM category,% Area in MEDIUM category,% Buildings in LARGE category,% Area in LARGE category,% Buildings - SMALL,% Area - SMALL,% Buildings - SMALL - 10m2 ,% Area - SMALL - 10m2 ,% Buildings - MEDIUM,% Area - MEDIUM,% Buildings - MEDIUM - 10m2 ,% Area - MEDIUM - 10m2 ,% Buildings - LARGE,% Area - LARGE,% Buildings - LARGE - 10m2 ,% Area - LARGE - 10m2 ,ulocaledesc,2010_PopDens_SqMile,CensusRegion
55115,0.9711295612,Minneapolis,  -   ,MN,2012,"  3,298 ","  714,348 ","32,611.36","36,490,410.00","3,194.00","557,808.35","2,954.00","149,731.03","2,055.00","107,261.19","19,674.50","21,896,500.00",87.00,"68,166.34",87.00,"37,738.24",87.00,"34,167.64","4,949.82","5,489,930.00",17.00,"88,373.80",17.00,"67,076.36",17.00,"64,971.83","7,987.04","9,103,980.00",216.60,96.8%,78.1%,2.6%,9.5%,0.5%,12.4%,92.5%,26.8%,64.3%,19.2%,100.0%,55.4%,100.0%,50.1%,100.0%,75.9%,100.0%,73.5%,Rural Fringe,902.5193216,West North Central
55116,1,Minneapolis,"St. Paul, MN",MN,2012,"  8,176 ","  1,459,438 ","74,880.30","93,786,300.00","7,968.00","882,190.04","7,636.00","253,292.74","5,037.00","175,033.45","30,042.70","37,459,900.00",163.00,"141,386.40",163.00,"87,321.63",163.00,"82,421.79","10,057.40","12,597,900.00",45.00,"435,861.77",45.00,"309,216.27",45.00,"293,705.89","34,780.20","43,728,500.00",178.50,97.5%,60.4%,2.0%,9.7%,0.6%,29.9%,95.8%,28.7%,63.2%,19.8%,100.0%,61.8%,100.0%,58.3%,100.0%,70.9%,100.0%,67.4%,City Large,3955.884097,West North Central
55117,1,Minneapolis,  -   ,MN,2012,"  12,413 ","  2,349,738 ","128,417.90","145,134,800.00","11,904.00","1,443,604.94","11,422.00","414,435.63","7,443.00","288,898.12","50,476.20","56,166,200.00",425.00,"398,644.48",425.00,"255,661.27",424.00,"242,978.35","31,176.70","35,230,500.00",84.00,"507,488.58",84.00,"411,393.50",84.00,"402,610.68","46,765.00","53,738,100.00",189.30,95.9%,61.4%,3.4%,17.0%,0.7%,21.6%,96.0%,28.7%,62.5%,20.0%,100.0%,64.1%,99.8%,61.0%,100.0%,81.1%,100.0%,79.3%,Suburb Large,3977.268832,West North Central
55118,1,Minneapolis,  -   ,MN,2012,"  9,082 ","  2,146,453 ","111,631.30","126,602,100.00","8,515.00","1,337,267.92","8,243.00","385,163.50","6,000.00","274,534.20","48,195.80","54,144,600.00",490.00,"411,174.85",490.00,"226,780.28",488.00,"206,989.92","28,440.50","32,253,700.00",77.00,"398,009.78",77.00,"308,102.96",77.00,"298,591.87","34,995.00","40,203,800.00",236.34,93.8%,62.3%,5.4%,19.2%,0.8%,18.5%,96.8%,28.8%,70.5%,20.5%,100.0%,55.2%,99.6%,50.3%,100.0%,77.4%,100.0%,75.0%,Suburb Large,2480.271109,West North Central
55119,1,Minneapolis,"St. Paul, MN",MN,2012,"  12,583 ","  2,369,805 ","122,040.70","137,934,500.00","12,259.00","1,567,982.56","11,735.00","455,206.51","8,143.00","318,985.05","56,302.40","63,098,000.00",262.00,"231,165.05",262.00,"145,485.91",262.00,"137,681.49","17,574.80","19,928,500.00",62.00,"570,657.46",62.00,"418,502.63",62.00,"405,118.49","48,163.50","54,908,000.00",188.33,97.4%,66.2%,2.1%,9.8%,0.5%,24.1%,95.7%,29.0%,66.4%,20.3%,100.0%,62.9%,100.0%,59.6%,100.0%,73.3%,100.0%,71.0%,City Large,2566.149325,West North Central
55120,1,Minneapolis,  -   ,MN,2012,"  1,440 ","  741,631 ","53,818.69","65,614,040.00","1,264.00","263,255.16","1,252.00","82,339.25","1,085.00","60,106.28","11,093.40","13,221,900.00",109.00,"97,030.84",109.00,"55,214.57",109.00,"50,825.55","7,443.09","8,911,540.00",67.00,"381,345.40",67.00,"317,120.31",67.00,"309,419.25","35,282.20","43,480,600.00",515.02,87.8%,35.5%,7.6%,13.1%,4.7%,51.4%,99.1%,31.3%,85.8%,22.8%,100.0%,56.9%,100.0%,52.4%,100.0%,83.2%,100.0%,81.1%,Suburb Large,689.6000881,West North Central
55121,1,Minneapolis,  -   ,MN,2012,"  2,058 ","  2,160,601 ","189,969.70","233,488,600.00","1,571.00","282,971.71","1,529.00","90,878.00","1,229.00","68,271.17","11,873.40","14,135,800.00",297.00,"298,870.32",297.00,"197,142.84",297.00,"185,486.17","23,451.30","28,572,800.00",190.00,"1,578,758.57",190.00,"1,382,550.44",190.00,"1,365,290.37","154,645.00","190,780,000.00","1,049.85",76.3%,13.1%,14.4%,13.8%,9.2%,73.1%,97.3%,32.1%,78.2%,24.1%,100.0%,66.0%,100.0%,62.1%,100.0%,87.6%,100.0%,86.5%,Suburb Large,767.1439026,West North Central
55122,1,Minneapolis,  -   ,MN,2012,"  8,399 ","  2,258,650 ","124,160.70","149,698,600.00","7,766.00","1,497,263.98","7,648.00","486,559.54","6,612.00","361,054.29","64,917.70","77,675,600.00",576.00,"462,572.94",576.00,"245,223.60",574.00,"222,493.17","32,650.20","39,311,300.00",57.00,"298,813.12",57.00,"235,163.85",57.00,"228,596.11","26,592.80","32,711,700.00",268.92,92.5%,66.3%,6.9%,20.5%,0.7%,13.2%,98.5%,32.5%,85.1%,24.1%,100.0%,53.0%,99.7%,48.1%,100.0%,78.7%,100.0%,76.5%,Suburb Large,2281.653989,West North Central
55123,1,Minneapolis,  -   ,MN,2012,"  7,400 ","  1,923,122 ","109,247.50","131,601,500.00","7,180.00","1,409,716.19","7,133.00","463,739.94","6,497.00","344,441.94","64,036.40","76,380,600.00",191.00,"173,475.88",191.00,"92,032.83",191.00,"84,803.88","12,442.40","14,979,700.00",29.00,"339,929.47",29.00,"286,089.27",29.00,"281,073.79","32,768.70","40,241,200.00",259.88,97.0%,73.3%,2.6%,9.0%,0.4%,17.7%,99.3%,32.9%,90.5%,24.4%,100.0%,53.1%,100.0%,48.9%,100.0%,84.2%,100.0%,82.7%,Suburb Large,2272.771142,West North Central
55124,1,Minneapolis,  -   ,MN,2012,"  13,328 ","  3,702,981 ","208,918.90","251,125,900.00","12,157.00","2,337,553.88","12,018.00","748,792.23","10,367.00","558,537.96","101,421.00","121,113,000.00","1,086.00","798,084.09","1,086.00","401,559.76","1,086.00","359,936.11","55,990.90","66,863,100.00",85.00,"567,342.81",85.00,"452,973.67",85.00,"440,675.95","51,507.00","63,149,800.00",277.83,91.2%,63.1%,8.1%,21.6%,0.6%,15.3%,98.9%,32.0%,85.3%,23.9%,100.0%,50.3%,100.0%,45.1%,100.0%,79.8%,100.0%,77.7%,Suburb Large,2786.589255,West North Central
55125,0.9987295796,Minneapolis,  -   ,MN,2012,"  11,666 ","  3,476,924 ","214,867.80","241,364,000.00","10,842.00","2,191,442.76","10,737.00","777,472.94","9,935.00","582,101.18","108,156.00","120,034,000.00",728.00,"600,683.01",727.00,"323,405.77",724.00,"290,672.08","43,827.60","49,038,900.00",96.00,"684,798.39",96.00,"554,284.00",96.00,"539,878.28","62,884.20","72,291,100.00",298.04,92.9%,63.0%,6.2%,17.3%,0.8%,19.7%,99.0%,35.5%,91.6%,26.6%,99.9%,53.8%,99.5%,48.4%,100.0%,80.9%,100.0%,78.8%,Suburb Large,2733.273371,West North Central
55126,1,Minneapolis,  -   ,MN,2012,"  8,552 ","  2,150,721 ","107,057.60","121,026,100.00","8,058.00","1,449,646.27","7,813.00","411,094.02","5,973.00","295,984.15","49,025.30","54,846,500.00",431.00,"317,335.36",431.00,"165,224.70",429.00,"148,098.18","23,441.10","26,407,300.00",63.00,"383,739.21",63.00,"310,883.67",63.00,"303,099.54","34,591.20","39,772,300.00",251.49,94.2%,67.4%,5.0%,14.8%,0.7%,17.8%,97.0%,28.4%,74.1%,20.4%,100.0%,52.1%,99.5%,46.7%,100.0%,81.0%,100.0%,79.0%,Suburb Large,1673.652117,West North Central
55127,1,Minneapolis,  -   ,MN,2012,"  5,708 ","  1,615,681 ","82,316.10","92,434,300.00","5,367.00","1,144,760.02","5,231.00","344,461.89","4,207.00","254,895.20","45,914.00","51,074,100.00",295.00,"213,554.25",295.00,"96,616.39",291.00,"82,510.16","12,975.80","14,502,000.00",46.00,"257,366.37",46.00,"204,175.91",46.00,"198,946.28","23,426.30","26,858,200.00",283.06,94.0%,70.9%,5.2%,13.2%,0.8%,15.9%,97.5%,30.1%,78.4%,22.3%,100.0%,45.2%,98.6%,38.6%,100.0%,79.3%,100.0%,77.3%,Suburb Large,997.6558782,West North Central
55128,1,Minneapolis,  -   ,MN,2012,"  8,698 ","  2,121,872 ","126,131.70","141,820,000.00","8,162.00","1,342,353.39","7,888.00","450,260.48","6,309.00","336,941.06","60,324.70","66,912,000.00",464.00,"369,397.27",464.00,"203,976.23",462.00,"186,584.47","27,195.40","30,500,400.00",72.00,"410,120.93",72.00,"339,202.69",72.00,"332,854.07","38,611.60","44,407,600.00",243.95,93.8%,63.3%,5.3%,17.4%,0.8%,19.3%,96.6%,33.5%,77.3%,25.1%,100.0%,55.2%,99.6%,50.5%,100.0%,82.7%,100.0%,81.2%,Suburb Large,2418.864321,West North Central
55129,0.4420269514,Minneapolis,  -   ,MN,2012,  890 ,"  233,749 ","13,001.43","14,569,730.00",857.00,"163,444.72",836.00,"50,740.99",681.00,"37,787.52","7,061.27","7,826,630.00",28.00,"21,838.46",28.00,"9,977.49",28.00,"8,928.23","1,552.18","1,703,990.00",5.00,"48,465.70",5.00,"37,899.99",5.00,"37,037.95","4,387.98","5,039,110.00",262.64,96.3%,69.9%,3.1%,9.3%,0.6%,20.7%,97.5%,31.0%,79.5%,23.1%,100.0%,45.7%,100.0%,40.9%,100.0%,78.2%,100.0%,76.4%,Suburb Large,976.3304886,West North Central
55130,1,Minneapolis,"St. Paul, MN",MN,2012,"  3,506 ","  542,422 ","26,957.10","30,615,170.00","3,390.00","350,794.19","3,287.00","102,259.09","2,036.00","67,706.76","9,821.42","10,917,300.00",97.00,"93,257.31",97.00,"62,469.99",96.00,"59,716.99","7,407.86","8,486,970.00",19.00,"98,370.64",19.00,"80,752.03",19.00,"78,776.78","9,727.82","11,210,900.00",154.71,96.7%,64.7%,2.8%,17.2%,0.5%,18.1%,97.0%,29.2%,60.1%,19.3%,100.0%,67.0%,99.0%,64.0%,100.0%,82.1%,100.0%,80.1%,City Large,7738.354815,West North Central
55146,1,Minneapolis,"St. Paul, MN",MN,2007,  3 ,"  7,903 ",527.96,"609,436.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,618.32,1.00,355.88,1.00,318.43,36.78,"42,469.60",2.00,"7,284.27",2.00,"4,608.47",2.00,"4,321.35",491.17,"566,967.00","2,634.20",0.0%,0.0%,33.3%,7.8%,66.7%,92.2%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100.0%,57.6%,100.0%,51.5%,100.0%,63.3%,100.0%,59.3%,City Large,769.7433234,West North Central
55150,1,Minneapolis,  -   ,MN,2012,  89 ,"  16,486 ",676.76,"826,759.00",84.00,"11,057.78",72.00,"3,014.71",41.00,"2,037.46",309.58,"375,768.00",5.00,"5,428.02",5.00,"3,502.31",5.00,"3,034.67",367.18,"450,991.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.23,94.4%,67.1%,5.6%,32.9%,0.0%,0.0%,85.7%,27.3%,48.8%,18.4%,100.0%,64.5%,100.0%,55.9%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,1701.895756,West North Central
55303,0.1001835198,Minneapolis,  -   ,MN,2012,"  5,443 ","  1,545,294 ","99,788.00","106,993,000.00","5,044.00","718,783.03","4,872.00","231,767.64","3,479.00","165,036.46","28,312.50","29,864,800.00",327.00,"318,354.97",327.00,"201,655.56",327.00,"188,414.88","24,256.60","25,925,100.00",72.00,"508,156.28",72.00,"419,899.87",72.00,"410,011.91","47,218.90","51,203,100.00",283.90,92.7%,46.5%,6.0%,20.6%,1.3%,32.9%,96.6%,32.2%,69.0%,23.0%,100.0%,63.3%,100.0%,59.2%,100.0%,82.6%,100.0%,80.7%,Suburb Large,675.3228359,West North Central
55304,0.001775271191,Minneapolis,  -   ,MN,2012,  161 ,"  30,921 ","1,544.21","1,631,924.00",158.00,"29,129.07",157.00,"10,681.68",148.00,"7,938.03","1,451.79","1,531,080.00",3.00,"1,792.09",3.00,632.68,3.00,527.24,92.42,"100,844.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.06,98.1%,94.2%,1.9%,5.8%,0.0%,0.0%,99.4%,36.7%,93.7%,27.3%,100.0%,35.3%,100.0%,29.4%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,650.2831204,West North Central
55305,1,Minneapolis,  -   ,MN,2012,"  5,050 ","  1,753,798 ","89,191.00","95,292,800.00","4,654.00","923,475.93","4,499.00","216,774.23","2,990.00","148,688.43","26,307.40","27,879,400.00",304.00,"278,349.41",304.00,"139,423.59",304.00,"123,521.42","18,433.20","19,390,400.00",92.00,"551,972.87",92.00,"391,670.54",92.00,"371,868.62","44,450.40","48,023,000.00",347.29,92.2%,52.7%,6.0%,15.9%,1.8%,31.5%,96.7%,23.5%,64.2%,16.1%,100.0%,50.1%,100.0%,44.4%,100.0%,71.0%,100.0%,67.4%,City Small,2214.343369,West North Central
55306,1,Minneapolis,  -   ,MN,2012,"  4,197 ","  1,329,587 ","79,378.20","91,929,800.00","3,851.00","703,891.39","3,784.00","210,544.61","3,037.00","149,694.19","27,016.90","31,008,600.00",277.00,"230,955.67",277.00,"121,717.57",277.00,"109,336.99","16,414.90","18,854,700.00",69.00,"394,740.41",69.00,"310,875.64",69.00,"302,771.61","35,946.40","42,066,500.00",316.79,91.8%,52.9%,6.6%,17.4%,1.6%,29.7%,98.3%,29.9%,78.9%,21.3%,100.0%,52.7%,100.0%,47.3%,100.0%,78.8%,100.0%,76.7%,Suburb Large,2291.93203,West North Central
55311,0.797925091,Minneapolis,  -   ,MN,2012,"  8,613 ","  2,333,567 ","131,211.60","137,787,100.00","8,135.00","1,755,068.60","8,089.00","619,603.40","7,594.00","465,109.70","86,581.40","90,550,400.00",447.00,"320,005.82",447.00,"151,224.19",447.00,"131,049.52","21,939.40","22,713,400.00",31.00,"258,492.97",31.00,"200,215.13",31.00,"192,509.58","22,690.80","24,523,300.00",270.94,94.5%,75.2%,5.2%,13.7%,0.4%,11.1%,99.4%,35.3%,93.3%,26.5%,100.0%,47.3%,100.0%,41.0%,100.0%,77.5%,100.0%,74.5%,Suburb Large,1899.974431,West North Central
55316,1,Minneapolis,  -   ,MN,2012,"  7,696 ","  1,609,992 ","82,300.90","86,684,900.00","7,405.00","1,244,053.69","7,325.00","405,315.11","6,267.00","289,922.96","52,067.10","54,313,900.00",270.00,"195,320.40",270.00,"101,393.44",269.00,"90,750.14","14,016.70","14,805,800.00",21.00,"170,617.84",21.00,"143,786.84",21.00,"140,883.77","16,217.10","17,565,200.00",209.20,96.2%,77.3%,3.5%,12.1%,0.3%,10.6%,98.9%,32.6%,84.6%,23.3%,100.0%,51.9%,99.6%,46.5%,100.0%,84.3%,100.0%,82.6%,Suburb Large,2399.029136,West North Central
55317,1,Minneapolis,  -   ,MN,2012,"  6,377 ","  2,113,635 ","128,735.80","148,245,100.00","5,913.00","1,244,668.22","5,813.00","410,079.64","5,159.00","304,739.83","56,471.40","64,109,100.00",388.00,"331,134.47",388.00,"181,111.37",386.00,"163,125.81","24,026.80","27,494,800.00",76.00,"537,832.38",76.00,"429,081.71",76.00,"413,422.33","48,237.60","56,641,200.00",331.45,92.7%,58.9%,6.1%,15.7%,1.2%,25.4%,98.3%,32.9%,87.2%,24.5%,100.0%,54.7%,99.5%,49.3%,100.0%,79.8%,100.0%,76.9%,Suburb Large,1244.978762,West North Central
55318,0.4913745677,Minneapolis,  -   ,MN,2012,"  7,172 ","  2,051,759 ","124,715.70","143,874,100.00","6,701.00","1,208,622.55","6,594.00","409,150.33","5,558.00","305,633.59","55,315.40","63,027,200.00",391.00,"322,341.71",391.00,"170,317.36",390.00,"154,066.62","22,978.80","26,291,300.00",80.00,"520,795.21",80.00,"413,957.96",80.00,"400,602.85","46,421.50","54,555,600.00",286.08,93.4%,58.9%,5.5%,15.7%,1.1%,25.4%,98.4%,33.9%,82.9%,25.3%,100.0%,52.8%,99.7%,47.8%,100.0%,79.5%,100.0%,76.9%,Suburb Large,628.2782631,West North Central
55327,0.4513900397,Minneapolis,  -   ,MN,2012,"  1,252 ","  234,150 ","11,666.36","12,249,260.00","1,237.00","216,378.20","1,221.00","74,625.28","1,053.00","55,915.73","10,055.90","10,574,200.00",13.00,"9,255.78",13.00,"5,626.08",13.00,"5,159.45",766.98,"784,290.00",2.00,"8,515.77",2.00,"6,613.87",2.00,"6,459.94",843.48,"890,770.00",187.02,98.8%,92.4%,1.0%,4.0%,0.2%,3.6%,98.7%,34.5%,85.1%,25.8%,100.0%,60.8%,100.0%,55.7%,100.0%,77.7%,100.0%,75.9%,Suburb Large,196.2060766,West North Central
55331,0.6753791739,Minneapolis,  -   ,MN,2012,"  5,843 ","  1,360,653 ","48,341.76","55,824,080.00","5,574.00","1,105,945.56","5,309.00","259,736.48","3,638.00","178,599.79","32,369.80","37,253,900.00",253.00,"185,065.09",253.00,"85,488.64",250.00,"73,384.70","10,443.50","12,093,900.00",16.00,"69,642.16",16.00,"47,115.58",16.00,"44,426.81","5,528.46","6,476,280.00",232.87,95.4%,81.3%,4.3%,13.6%,0.3%,5.1%,95.2%,23.5%,65.3%,16.1%,100.0%,46.2%,98.8%,39.7%,100.0%,67.7%,100.0%,63.8%,City Small,730.9294294,West North Central
55337,1,Minneapolis,  -   ,MN,2012,"  10,572 ","  3,704,241 ","220,563.10","268,123,100.00","9,608.00","1,928,674.10","9,405.00","558,067.87","7,546.00","406,074.45","71,593.40","85,866,600.00",772.00,"678,142.30",772.00,"387,238.21",765.00,"357,982.44","48,372.70","58,369,500.00",192.00,"1,097,424.84",192.00,"889,498.73",192.00,"870,587.31","100,597.00","123,887,000.00",350.38,90.9%,52.1%,7.3%,18.3%,1.8%,29.6%,97.9%,28.9%,78.5%,21.1%,100.0%,57.1%,99.1%,52.8%,100.0%,81.1%,100.0%,79.3%,Suburb Large,2365.468397,West North Central
55340,0.126832829,Minneapolis,  -   ,MN,2012,  856 ,"  302,352 ","19,546.09","20,763,240.00",732.00,"160,552.08",723.00,"58,088.77",634.00,"43,605.12","7,906.38","8,335,580.00",114.00,"79,756.18",114.00,"44,400.68",114.00,"39,277.47","5,756.81","6,075,580.00",10.00,"62,043.85",10.00,"50,786.50",10.00,"49,658.84","5,882.90","6,352,080.00",353.22,85.5%,53.1%,13.3%,26.4%,1.2%,20.5%,98.8%,36.2%,86.6%,27.2%,100.0%,55.7%,100.0%,49.2%,100.0%,81.9%,100.0%,80.0%,Rural Fringe,187.1876931,West North Central
55343,1,Minneapolis,  -   ,MN,2012,"  5,818 ","  2,426,708 ","164,707.20","192,307,100.00","5,125.00","779,985.39","4,942.00","203,868.14","3,070.00","141,678.49","24,453.90","27,947,600.00",530.00,"497,882.30",530.00,"292,010.42",528.00,"269,258.05","35,167.30","40,747,500.00",163.00,"1,148,839.87",163.00,"941,196.38",163.00,"917,015.97","105,086.00","123,612,000.00",417.10,88.1%,32.1%,9.1%,20.5%,2.8%,47.3%,96.4%,26.1%,59.9%,18.2%,100.0%,58.7%,99.6%,54.1%,100.0%,81.9%,100.0%,79.8%,City Small,2789.760628,West North Central
55344,1,Minneapolis,  -   ,MN,2012,"  2,029 ","  2,064,463 ","158,718.40","185,643,700.00","1,382.00","317,889.19","1,367.00","101,607.17","1,183.00","76,574.29","13,411.10","15,369,700.00",418.00,"388,118.39",418.00,"212,103.81",415.00,"192,166.28","26,296.30","30,514,000.00",229.00,"1,358,455.30",229.00,"1,055,171.28",229.00,"1,019,851.85","119,011.00","139,760,000.00","1,017.48",68.1%,15.4%,20.6%,18.8%,11.3%,65.8%,98.9%,32.0%,85.6%,24.1%,100.0%,54.6%,99.3%,49.5%,100.0%,77.7%,100.0%,75.1%,City Small,1654.193788,West North Central
55345,1,Minneapolis,  -   ,MN,2012,"  7,856 ","  1,934,260 ","75,241.95","87,226,200.00","7,637.00","1,489,838.64","7,360.00","331,114.04","4,937.00","222,802.17","39,915.00","45,929,800.00",164.00,"138,672.73",164.00,"73,367.38",163.00,"66,299.44","9,194.25","10,563,700.00",55.00,"305,748.49",55.00,"234,091.78",55.00,"225,058.11","26,132.70","30,732,700.00",246.21,97.2%,77.0%,2.1%,7.2%,0.7%,15.8%,96.4%,22.2%,64.6%,15.0%,100.0%,52.9%,99.4%,47.8%,100.0%,76.6%,100.0%,73.6%,City Small,1838.453037,West North Central
55346,1,Minneapolis,  -   ,MN,2012,"  5,435 ","  1,432,619 ","72,124.63","82,927,930.00","5,204.00","1,034,540.30","5,151.00","307,088.79","4,310.00","221,331.22","40,429.90","45,976,800.00",192.00,"141,600.57",192.00,"64,224.62",189.00,"54,401.88","8,581.13","9,825,930.00",39.00,"256,478.26",39.00,"206,251.51",39.00,"199,946.54","23,113.60","27,125,200.00",263.59,95.7%,72.2%,3.5%,9.9%,0.7%,17.9%,99.0%,29.7%,82.8%,21.4%,100.0%,45.4%,98.4%,38.4%,100.0%,80.4%,100.0%,78.0%,City Small,2150.581888,West North Central
55347,1,Minneapolis,  -   ,MN,2012,"  8,741 ","  2,423,701 ","133,346.20","152,077,100.00","8,053.00","1,772,878.18","8,023.00","599,800.73","7,381.00","444,970.18","83,962.90","95,542,100.00",656.00,"439,835.45",656.00,"205,125.85",655.00,"178,309.18","30,026.90","33,789,100.00",32.00,"210,987.31",32.00,"172,301.66",32.00,"167,643.00","19,356.40","22,745,900.00",277.28,92.1%,73.1%,7.5%,18.1%,0.4%,8.7%,99.6%,33.8%,91.7%,25.1%,100.0%,46.6%,99.8%,40.5%,100.0%,81.7%,100.0%,79.5%,City Small,1585.745065,West North Central
55356,0.3007629634,Minneapolis,  -   ,MN,2012,"  1,070 ","  248,866 ","10,155.50","10,828,190.00","1,015.00","197,007.53",977.00,"50,968.85",691.00,"36,031.33","6,562.62","7,003,810.00",50.00,"37,467.61",50.00,"19,658.87",50.00,"17,587.22","2,483.48","2,636,350.00",5.00,"14,391.09",5.00,"9,470.73",5.00,"8,842.68","1,109.40","1,188,030.00",232.59,94.9%,79.2%,4.7%,15.1%,0.5%,5.8%,96.3%,25.9%,68.1%,18.3%,100.0%,52.5%,100.0%,46.9%,100.0%,65.8%,100.0%,61.4%,Rural Fringe,356.338784,West North Central
55369,0.9127221317,Minneapolis,  -   ,MN,2012,"  10,790 ","  3,489,216 ","223,727.70","238,456,500.00","9,987.00","1,739,424.63","9,883.00","561,236.41","8,315.00","411,991.54","72,482.40","75,602,700.00",623.00,"528,655.80",623.00,"307,001.60",620.00,"283,167.84","39,472.30","41,758,800.00",180.00,"1,221,135.97",180.00,"991,353.96",180.00,"966,116.79","111,773.00","121,095,000.00",323.38,92.6%,49.9%,5.8%,15.2%,1.7%,35.0%,99.0%,32.3%,83.3%,23.7%,100.0%,58.1%,99.5%,53.6%,100.0%,81.2%,100.0%,79.1%,Suburb Large,1215.480895,West North Central
55372,0.1316181204,Minneapolis,  -   ,MN,2012,"  2,258 ","  517,827 ","24,113.12","27,490,730.00","2,180.00","428,540.26","2,146.00","131,144.14","1,781.00","95,889.87","17,475.50","19,844,500.00",73.00,"50,910.81",73.00,"24,561.57",73.00,"21,058.47","3,361.77","3,787,560.00",5.00,"38,376.05",5.00,"29,616.47",5.00,"28,698.72","3,275.85","3,858,670.00",229.33,96.5%,82.8%,3.2%,9.8%,0.2%,7.4%,98.4%,30.6%,81.7%,22.4%,100.0%,48.2%,100.0%,41.4%,100.0%,77.2%,100.0%,74.8%,Suburb Large,490.9927138,West North Central
55378,0.9997007988,Minneapolis,  -   ,MN,2012,"  7,961 ","  2,237,193 ","135,003.70","154,688,200.00","7,436.00","1,450,116.30","7,368.00","504,516.39","6,729.00","373,515.08","68,280.20","77,583,000.00",472.00,"390,780.76",472.00,"216,192.28",471.00,"197,627.53","29,378.70","33,405,900.00",53.00,"396,295.97",53.00,"320,468.57",53.00,"314,283.10","37,344.80","43,699,300.00",281.02,93.4%,64.8%,5.9%,17.5%,0.7%,17.7%,99.1%,34.8%,90.5%,25.8%,100.0%,55.3%,99.8%,50.6%,100.0%,80.9%,100.0%,79.3%,Suburb Large,1644.745682,West North Central
55379,0.470934721,Minneapolis,  -   ,MN,2012,"  11,203 ","  3,721,143 ","259,817.20","299,106,300.00","10,249.00","1,776,356.78","10,052.00","656,035.56","8,830.00","503,948.09","90,760.30","102,385,000.00",825.00,"691,248.35",825.00,"369,855.33",822.00,"334,321.53","50,865.90","57,649,300.00",129.00,"1,253,538.20",129.00,"1,053,907.19",129.00,"1,033,039.45","118,191.00","139,072,000.00",332.16,91.5%,47.7%,7.4%,18.6%,1.2%,33.7%,98.1%,36.9%,86.2%,28.4%,100.0%,53.5%,99.6%,48.4%,100.0%,84.1%,100.0%,82.4%,Suburb Large,739.1185345,West North Central
55386,0.03926838213,Minneapolis,  -   ,MN,2012,  234 ,"  54,125 ","2,591.63","2,917,345.00",229.00,"50,712.25",229.00,"16,907.41",221.00,"12,273.14","2,347.24","2,650,400.00",5.00,"3,413.08",5.00,"1,604.21",5.00,"1,407.43",244.39,"266,945.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231.30,97.9%,93.7%,2.1%,6.3%,0.0%,0.0%,100.0%,33.3%,96.5%,24.2%,100.0%,47.0%,100.0%,41.2%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Rural Fringe,367.6318889,West North Central
55391,0.88219749,Minneapolis,  -   ,MN,2012,"  5,562 ","  1,543,618 ","58,732.00","68,065,100.00","5,075.00","1,050,912.28","4,825.00","236,774.69","3,174.00","159,201.08","28,748.50","33,189,800.00",454.00,"316,239.15",454.00,"131,362.87",446.00,"108,629.67","16,643.90","19,239,300.00",33.00,"176,466.85",33.00,"115,452.20",33.00,"107,738.59","13,339.60","15,636,000.00",277.53,91.2%,68.1%,8.2%,20.5%,0.6%,11.4%,95.1%,22.5%,62.5%,15.1%,100.0%,41.5%,98.2%,34.4%,100.0%,65.4%,100.0%,61.1%,Rural Fringe,633.538749,West North Central
