Zip,Zip Percentage,Region,City,State,Year, Total Building Count , Total Roof Area (sq meters) , Total Potential Capacity with 10m2 minimum (kW) , Total potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - SMALL , Total Area in lidar (sq meters) - SMALL , Buildings - SMALL with any size available area , Area (sq meters) - SMALL with any size available area , Buildings - SMALL - with 10m2+ available area , Area (sq meters) - SMALL - with 10m2+ available area , Small building potential capacity with 10m2 minimum (kW) , Small building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - MEDIUM , Total Area in lidar (sq meters) - MEDIUM , Buildings - MEDIUM with any size available area , Area (sq meters) - MEDIUM with any size available area , Buildings - MEDIUM with 10m2+ available area , Area (sq meters) - MEDIUM with 10m2+ available area , Medium building potential capacity with 10m2 minimum (kW) , Medium building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - LARGE , Total Area in lidar (sq meters) - LARGE , Buildings - LARGE with any size available area , Area (sq meters) - LARGE with any size available area , Buildings - LARGE - with 10m2+ available area , Area (sq meters) - LARGE - with 10m2+ available area , Large building potential capacity with 10m2 minimum (kW) , Large building potential energy generation with 10m2 minimum (kWh/yr) , Average Building Footprint (sq meters) ,% Buildings in SMALL category,% Area in SMALL category,% Buildings in MEDIUM category,% Area in MEDIUM category,% Buildings in LARGE category,% Area in LARGE category,% Buildings - SMALL,% Area - SMALL,% Buildings - SMALL - 10m2 ,% Area - SMALL - 10m2 ,% Buildings - MEDIUM,% Area - MEDIUM,% Buildings - MEDIUM - 10m2 ,% Area - MEDIUM - 10m2 ,% Buildings - LARGE,% Area - LARGE,% Buildings - LARGE - 10m2 ,% Area - LARGE - 10m2 ,ulocaledesc,2010_PopDens_SqMile,CensusRegion
14204,1,Buffalo,"Buffalo, NY",NY,2008,"  2,376 ","  689,663 ","49,449.80","57,968,500.00","2,120.00","243,532.79","2,113.00","99,678.23","1,801.00","76,968.08","13,594.50","15,471,400.00",206.00,"181,778.38",206.00,"118,334.15",206.00,"109,561.05","13,867.90","16,331,000.00",50.00,"264,351.72",50.00,"193,874.14",50.00,"185,840.76","21,987.40","26,166,100.00",290.26,89.2%,35.3%,8.7%,26.4%,2.1%,38.3%,99.7%,40.9%,85.0%,31.6%,100.0%,65.1%,100.0%,60.3%,100.0%,73.3%,100.0%,70.3%,City Large,4310.082034,Middle Atlantic
14206,1,Buffalo,"Buffalo, NY",NY,2008,"  9,212 ","  1,843,229 ","147,289.70","171,522,500.00","8,877.00","889,287.60","8,832.00","390,683.05","7,966.00","317,413.98","59,110.80","66,683,400.00",231.00,"239,714.87",231.00,"175,312.29",231.00,"166,184.29","20,340.80","23,973,000.00",104.00,"714,226.16",104.00,"598,476.15",104.00,"584,208.42","67,838.10","80,866,100.00",200.09,96.4%,48.2%,2.5%,13.0%,1.1%,38.7%,99.5%,43.9%,89.7%,35.7%,100.0%,73.1%,100.0%,69.3%,100.0%,83.8%,100.0%,81.8%,City Large,4263.141897,Middle Atlantic
14207,1,Buffalo,"Buffalo, NY",NY,2008,"  7,120 ","  1,945,933 ","145,083.70","171,479,200.00","6,824.00","664,766.20","6,807.00","239,771.36","5,237.00","172,553.60","31,847.10","36,726,700.00",209.00,"199,824.50",209.00,"132,487.06",209.00,"123,113.07","15,287.00","18,097,500.00",87.00,"1,081,342.19",87.00,"831,204.80",87.00,"805,004.71","97,949.60","116,655,000.00",273.31,95.8%,34.2%,2.9%,10.3%,1.2%,55.6%,99.8%,36.1%,76.7%,26.0%,100.0%,66.3%,100.0%,61.6%,100.0%,76.9%,100.0%,74.4%,City Large,5883.688671,Middle Atlantic
14208,1,Buffalo,"Buffalo, NY",NY,2008,"  3,612 ","  523,224 ","39,507.53","43,618,460.00","3,531.00","363,118.80","3,508.00","161,023.91","3,114.00","132,881.51","26,305.90","28,043,300.00",65.00,"63,187.52",65.00,"41,338.75",65.00,"38,849.60","5,180.28","6,007,740.00",16.00,"96,917.95",16.00,"70,929.96",16.00,"68,191.56","8,021.35","9,567,420.00",144.86,97.8%,69.4%,1.8%,12.1%,0.4%,18.5%,99.3%,44.3%,88.2%,36.6%,100.0%,65.4%,100.0%,61.5%,100.0%,73.2%,100.0%,70.4%,City Large,8680.89322,Middle Atlantic
14209,1,Buffalo,"Buffalo, NY",NY,2008,"  1,758 ","  475,535 ","32,495.37","37,567,300.00","1,609.00","216,949.17","1,602.00","89,361.39","1,433.00","70,236.27","12,750.60","14,143,800.00",124.00,"122,697.59",124.00,"74,669.22",124.00,"69,022.25","8,669.57","10,249,000.00",25.00,"135,888.09",25.00,"98,573.41",25.00,"94,222.93","11,075.20","13,174,500.00",270.50,91.5%,45.6%,7.1%,25.8%,1.4%,28.6%,99.6%,41.2%,89.1%,32.4%,100.0%,60.9%,100.0%,56.3%,100.0%,72.5%,100.0%,69.3%,City Large,6505.419317,Middle Atlantic
14210,0.9999990292,Buffalo,"Buffalo, NY",NY,2008,"  5,245 ","  967,532 ","64,153.80","75,002,900.00","5,047.00","517,249.16","5,026.00","184,490.39","4,379.00","145,376.47","27,177.60","31,152,700.00",149.00,"145,870.71",149.00,"98,211.48",149.00,"92,553.54","11,702.50","13,791,000.00",49.00,"304,411.77",49.00,"226,727.04",49.00,"215,372.89","25,273.70","30,059,200.00",184.47,96.2%,53.5%,2.8%,15.1%,0.9%,31.5%,99.6%,35.7%,86.8%,28.1%,100.0%,67.3%,100.0%,63.4%,100.0%,74.5%,100.0%,70.8%,City Large,3478.012716,Middle Atlantic
14211,1,Buffalo,"Buffalo, NY",NY,2008,"  9,473 ","  1,421,557 ","100,047.60","115,213,000.00","9,232.00","888,430.53","9,162.00","343,504.94","7,837.00","275,540.64","53,152.90","60,104,700.00",187.00,"178,719.62",187.00,"122,445.60",187.00,"115,450.70","14,530.40","17,044,900.00",54.00,"354,406.69",54.00,"271,548.44",54.00,"261,950.92","32,364.30","38,063,400.00",150.06,97.5%,62.5%,2.0%,12.6%,0.6%,24.9%,99.2%,38.7%,84.9%,31.0%,100.0%,68.5%,100.0%,64.6%,100.0%,76.6%,100.0%,73.9%,City Large,6342.212587,Middle Atlantic
14212,1,Buffalo,"Buffalo, NY",NY,2008,"  4,950 ","  739,648 ","52,628.45","60,970,700.00","4,819.00","506,435.58","4,796.00","209,670.67","4,317.00","171,157.14","32,609.30","37,350,300.00",109.00,"113,834.71",109.00,"74,318.24",109.00,"70,145.63","9,086.25","10,639,000.00",22.00,"119,378.02",22.00,"92,371.50",22.00,"90,002.30","10,932.90","12,981,400.00",149.42,97.4%,68.5%,2.2%,15.4%,0.4%,16.1%,99.5%,41.4%,89.6%,33.8%,100.0%,65.3%,100.0%,61.6%,100.0%,77.4%,100.0%,75.4%,City Large,4674.192674,Middle Atlantic
14213,1,Buffalo,"Buffalo, NY",NY,2008,"  6,802 ","  1,103,239 ","71,476.00","82,337,100.00","6,582.00","661,405.48","6,524.00","242,491.18","5,368.00","186,287.36","35,328.00","39,730,300.00",175.00,"170,147.88",175.00,"110,188.97",175.00,"103,671.56","12,874.90","15,192,000.00",45.00,"271,685.46",45.00,"197,114.49",45.00,"189,166.68","23,273.10","27,414,800.00",162.19,96.8%,60.0%,2.6%,15.4%,0.7%,24.6%,99.1%,36.7%,81.6%,28.2%,100.0%,64.8%,100.0%,60.9%,100.0%,72.6%,100.0%,69.6%,City Large,9527.106174,Middle Atlantic
14214,1,Buffalo,"Buffalo, NY",NY,2008,"  5,910 ","  1,058,311 ","71,124.80","81,746,900.00","5,703.00","620,511.89","5,661.00","242,146.00","4,881.00","188,571.41","35,995.50","39,942,800.00",166.00,"159,572.02",166.00,"99,255.64",166.00,"92,190.16","11,827.50","14,005,200.00",41.00,"278,227.49",41.00,"207,287.40",41.00,"199,083.31","23,301.80","27,798,900.00",179.07,96.5%,58.6%,2.8%,15.1%,0.7%,26.3%,99.3%,39.0%,85.6%,30.4%,100.0%,62.2%,100.0%,57.8%,100.0%,74.5%,100.0%,71.6%,City Large,7303.755866,Middle Atlantic
14215,1,Buffalo,"Buffalo, NY",NY,2008,"  14,089 ","  1,830,968 ","127,965.70","144,778,000.00","13,853.00","1,335,663.28","13,768.00","564,801.91","12,067.00","457,068.24","86,750.50","95,971,400.00",197.00,"189,475.17",197.00,"124,527.21",197.00,"117,511.19","15,453.60","18,118,600.00",39.00,"305,829.35",39.00,"223,960.56",39.00,"212,979.45","25,761.60","30,688,000.00",129.96,98.3%,72.9%,1.4%,10.3%,0.3%,16.7%,99.4%,42.3%,87.1%,34.2%,100.0%,65.7%,100.0%,62.0%,100.0%,73.2%,100.0%,69.6%,City Large,8094.797547,Middle Atlantic
14216,1,Buffalo,"Buffalo, NY",NY,2008,"  7,189 ","  1,188,903 ","86,980.00","99,409,000.00","6,955.00","799,573.84","6,935.00","342,342.31","6,353.00","283,182.75","52,566.10","58,578,400.00",198.00,"179,222.91",198.00,"125,310.97",198.00,"118,421.33","14,738.40","17,357,000.00",36.00,"210,105.75",36.00,"172,615.63",36.00,"168,125.72","19,675.50","23,473,600.00",165.38,96.7%,67.3%,2.8%,15.1%,0.5%,17.7%,99.7%,42.8%,91.3%,35.4%,100.0%,69.9%,100.0%,66.1%,100.0%,82.2%,100.0%,80.0%,City Large,7490.036475,Middle Atlantic
14217,1,Buffalo,  -   ,NY,2008,"  9,097 ","  1,188,176 ","88,257.90","99,617,700.00","8,886.00","836,171.24","8,853.00","377,371.11","7,858.00","304,836.41","56,361.50","61,875,400.00",173.00,"168,044.27",173.00,"125,874.99",173.00,"120,812.66","14,812.80","17,472,400.00",38.00,"183,960.55",38.00,"147,168.81",38.00,"143,283.23","17,083.60","20,269,900.00",130.61,97.7%,70.4%,1.9%,14.1%,0.4%,15.5%,99.6%,45.1%,88.4%,36.5%,100.0%,74.9%,100.0%,71.9%,100.0%,80.0%,100.0%,77.9%,City Small,7005.319333,Middle Atlantic
14218,0.9999992854,Buffalo,  -   ,NY,2008,"  7,277 ","  1,458,766 ","110,894.70","126,546,000.00","7,047.00","820,289.88","7,004.00","364,851.79","6,187.00","294,324.75","53,098.80","59,381,600.00",187.00,"163,517.20",187.00,"106,497.11",187.00,"100,812.91","13,545.20","15,694,500.00",43.00,"474,958.95",43.00,"343,118.06",43.00,"334,606.51","44,250.70","51,469,900.00",200.46,96.8%,56.2%,2.6%,11.2%,0.6%,32.6%,99.4%,44.5%,87.8%,35.9%,100.0%,65.1%,100.0%,61.7%,100.0%,72.2%,100.0%,70.4%,Suburb Large,2542.876984,Middle Atlantic
14219,0.9995501829,Buffalo,  -   ,NY,2008,"  4,362 ","  1,203,783 ","101,878.40","118,739,000.00","4,191.00","498,910.51","4,162.00","230,626.36","3,697.00","185,942.57","32,533.20","36,532,200.00",132.00,"123,717.63",132.00,"89,307.64",132.00,"85,850.23","11,005.10","12,903,200.00",39.00,"581,154.54",39.00,"506,092.73",39.00,"499,735.30","58,340.10","69,303,600.00",275.97,96.1%,41.4%,3.0%,10.3%,0.9%,48.3%,99.3%,46.2%,88.2%,37.3%,100.0%,72.2%,100.0%,69.4%,100.0%,87.1%,100.0%,86.0%,Suburb Large,1622.1459,Middle Atlantic
14220,1,Buffalo,"Buffalo, NY",NY,2008,"  8,800 ","  1,133,711 ","80,179.74","90,512,600.00","8,658.00","823,225.18","8,626.00","347,837.50","7,367.00","276,722.85","52,943.30","58,225,100.00",110.00,"109,174.37",110.00,"77,311.86",110.00,"73,853.13","9,218.34","10,853,100.00",32.00,"201,311.60",32.00,"155,034.36",32.00,"150,347.42","18,018.10","21,434,400.00",128.83,98.4%,72.6%,1.3%,9.6%,0.4%,17.8%,99.6%,42.3%,85.1%,33.6%,100.0%,70.8%,100.0%,67.6%,100.0%,77.0%,100.0%,74.7%,City Large,5365.305269,Middle Atlantic
14221,1,Buffalo,  -   ,NY,2008,"  19,126 ","  5,126,867 ","377,500.20","431,334,400.00","17,991.00","3,178,079.73","17,881.00","1,422,380.52","16,609.00","1,151,988.99","206,712.00","231,091,000.00",966.00,"831,878.75",966.00,"517,906.94",966.00,"478,656.33","68,631.20","79,071,400.00",169.00,"1,116,908.61",169.00,"888,823.41",169.00,"863,344.01","102,157.00","121,172,000.00",268.06,94.1%,62.0%,5.1%,16.2%,0.9%,21.8%,99.4%,44.8%,92.3%,36.2%,100.0%,62.3%,100.0%,57.5%,100.0%,79.6%,100.0%,77.3%,Suburb Large,2342.867682,Middle Atlantic
14222,1,Buffalo,"Buffalo, NY",NY,2008,"  3,049 ","  498,204 ","28,798.51","32,550,390.00","2,962.00","382,162.95","2,930.00","149,179.01","2,546.00","110,952.03","20,775.60","23,151,200.00",79.00,"75,633.65",79.00,"42,396.56",79.00,"38,988.44","5,190.72","6,052,740.00",8.00,"40,407.72",8.00,"24,938.22",8.00,"23,331.95","2,832.19","3,346,450.00",163.40,97.1%,76.7%,2.6%,15.2%,0.3%,8.1%,98.9%,39.0%,86.0%,29.0%,100.0%,56.1%,100.0%,51.5%,100.0%,61.7%,100.0%,57.7%,City Large,11779.87942,Middle Atlantic
14223,1,Buffalo,  -   ,NY,2008,"  10,076 ","  1,172,546 ","75,353.96","85,847,780.00","9,971.00","1,013,361.08","9,900.00","433,804.44","8,702.00","339,200.79","61,528.00","69,432,100.00",90.00,"86,416.01",90.00,"59,677.13",90.00,"56,434.05","7,145.13","8,462,300.00",15.00,"72,769.33",15.00,"58,910.74",15.00,"57,418.50","6,680.83","7,953,380.00",116.37,99.0%,86.4%,0.9%,7.4%,0.1%,6.2%,99.3%,42.8%,87.3%,33.5%,100.0%,69.1%,100.0%,65.3%,100.0%,81.0%,100.0%,78.9%,City Small,6303.312866,Middle Atlantic
14224,1,Buffalo,  -   ,NY,2008,"  16,193 ","  3,077,169 ","223,847.70","255,702,200.00","15,757.00","2,193,952.24","15,642.00","994,111.99","14,242.00","806,238.49","142,541.00","159,618,000.00",351.00,"322,768.26",351.00,"222,262.37",351.00,"210,983.88","28,016.30","32,593,100.00",85.00,"560,448.36",85.00,"469,548.49",85.00,"458,357.32","53,290.40","63,491,100.00",190.03,97.3%,71.3%,2.2%,10.5%,0.5%,18.2%,99.3%,45.3%,90.4%,36.7%,100.0%,68.9%,100.0%,65.4%,100.0%,83.8%,100.0%,81.8%,Suburb Large,2054.572814,Middle Atlantic
14225,1,Buffalo,  -   ,NY,2008,"  15,001 ","  2,799,705 ","219,063.80","253,233,400.00","14,552.00","1,563,925.96","14,455.00","741,837.34","13,068.00","601,543.46","106,001.00","118,701,000.00",331.00,"329,935.00",331.00,"241,744.03",331.00,"231,182.32","28,573.60","33,671,400.00",118.00,"905,844.10",118.00,"749,054.59",118.00,"730,961.73","84,489.20","100,861,000.00",186.63,97.0%,55.9%,2.2%,11.8%,0.8%,32.4%,99.3%,47.4%,89.8%,38.5%,100.0%,73.3%,100.0%,70.1%,100.0%,82.7%,100.0%,80.7%,City Small,2831.131168,Middle Atlantic
14226,1,Buffalo,  -   ,NY,2008,"  11,436 ","  2,065,109 ","143,261.70","164,558,800.00","11,090.00","1,391,846.33","11,013.00","584,990.56","9,632.00","458,395.77","82,148.30","92,094,600.00",282.00,"274,650.49",282.00,"193,146.79",282.00,"183,185.43","23,247.70","27,264,300.00",64.00,"398,612.00",64.00,"335,761.28",64.00,"328,467.06","37,865.70","45,199,900.00",180.58,97.0%,67.4%,2.5%,13.3%,0.6%,19.3%,99.3%,42.0%,86.9%,32.9%,100.0%,70.3%,100.0%,66.7%,100.0%,84.2%,100.0%,82.4%,Suburb Large,3967.297309,Middle Atlantic
14227,1,Buffalo,  -   ,NY,2008,"  8,825 ","  2,150,291 ","178,416.00","206,670,900.00","8,452.00","1,184,848.39","8,434.00","609,377.22","8,130.00","503,479.22","86,370.20","97,208,600.00",291.00,"263,670.13",291.00,"180,977.95",291.00,"172,474.86","22,435.10","26,273,600.00",82.00,"701,772.69",82.00,"611,724.20",82.00,"602,381.17","69,610.70","83,188,700.00",243.66,95.8%,55.1%,3.3%,12.3%,0.9%,32.6%,99.8%,51.4%,96.2%,42.5%,100.0%,68.6%,100.0%,65.4%,100.0%,87.2%,100.0%,85.8%,City Small,2841.167593,Middle Atlantic
14228,0.3061171815,Buffalo,  -   ,NY,2008,"  2,812 ","  858,957 ","66,303.90","76,875,200.00","2,556.00","410,835.32","2,536.00","176,903.84","2,336.00","144,812.59","25,242.50","28,403,100.00",209.00,"193,653.61",209.00,"129,027.58",209.00,"121,931.53","16,383.30","18,978,000.00",47.00,"254,468.16",47.00,"220,935.35",47.00,"216,568.18","24,678.10","29,494,100.00",305.46,90.9%,47.8%,7.4%,22.5%,1.7%,29.6%,99.2%,43.1%,91.4%,35.2%,100.0%,66.6%,100.0%,63.0%,100.0%,86.8%,100.0%,85.1%,Suburb Large,1435.127057,Middle Atlantic
14261,1,Buffalo,  -   ,NY,2008,  8 ,"  6,015 ",368.28,"428,803.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,"6,015.43",8.00,"2,381.97",8.00,"2,018.07",368.28,"428,803.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,751.93,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100.0%,39.6%,100.0%,33.5%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,3034.162304,Middle Atlantic
14301,1,Buffalo,  -   ,NY,2008,"  5,291 ","  688,771 ","42,216.67","41,868,870.00","5,143.00","479,321.67","5,082.00","189,486.85","4,177.00","143,694.99","25,852.30","25,104,400.00",129.00,"122,230.91",129.00,"80,186.16",129.00,"74,721.12","9,310.16","9,510,640.00",19.00,"87,218.62",19.00,"62,523.86",19.00,"59,698.88","7,054.21","7,253,830.00",130.18,97.2%,69.6%,2.4%,17.7%,0.4%,12.7%,98.8%,39.5%,81.2%,30.0%,100.0%,65.6%,100.0%,61.1%,100.0%,71.7%,100.0%,68.4%,City Small,5510.609517,Middle Atlantic
14303,0.9852393665,Buffalo,  -   ,NY,2008,"  2,581 ","  693,233 ","49,853.93","50,416,240.00","2,421.00","231,369.83","2,389.00","96,967.51","1,933.00","75,560.08","13,149.60","12,671,600.00",123.00,"127,263.85",123.00,"80,041.22",123.00,"74,948.99","9,503.83","9,696,940.00",37.00,"334,599.74",37.00,"231,540.84",37.00,"223,478.78","27,200.50","28,047,700.00",268.59,93.8%,33.4%,4.8%,18.4%,1.4%,48.3%,98.7%,41.9%,79.8%,32.7%,100.0%,62.9%,100.0%,58.9%,100.0%,69.2%,100.0%,66.8%,City Small,2025.13931,Middle Atlantic
14304,0.999990721,Buffalo,  -   ,NY,2008,"  13,801 ","  2,807,771 ","199,470.50","200,290,900.00","13,203.00","1,562,623.27","12,911.00","629,134.46","10,528.00","497,202.68","85,216.90","83,476,200.00",499.00,"458,073.06",499.00,"306,844.06",498.00,"290,054.07","39,450.90","39,608,700.00",99.00,"787,074.68",99.00,"647,511.48",99.00,"634,303.01","74,802.70","77,206,000.00",203.45,95.7%,55.7%,3.6%,16.3%,0.7%,28.0%,97.8%,40.3%,79.7%,31.8%,100.0%,67.0%,99.8%,63.3%,100.0%,82.3%,100.0%,80.6%,Rural Fringe,1374.273476,Middle Atlantic
14305,1,Buffalo,  -   ,NY,2008,"  7,511 ","  1,254,264 ","86,058.70","85,411,000.00","7,232.00","745,854.96","7,143.00","307,210.24","5,854.00","241,262.52","42,743.30","41,227,100.00",228.00,"214,507.19",228.00,"141,437.85",228.00,"133,361.98","17,440.60","17,696,700.00",51.00,"293,902.02",51.00,"214,563.12",51.00,"207,236.82","25,874.80","26,487,200.00",166.99,96.3%,59.5%,3.0%,17.1%,0.7%,23.4%,98.8%,41.2%,80.9%,32.3%,100.0%,65.9%,100.0%,62.2%,100.0%,73.0%,100.0%,70.5%,City Small,1925.821916,Middle Atlantic
14445,0.9726301471,Rochester,  -   ,NY,2014,"  3,014 ","  623,581 ","34,174.23","39,456,610.00","2,873.00","333,988.20","2,803.00","99,315.55","1,707.00","59,820.32","10,534.20","11,956,500.00",116.00,"113,527.25",116.00,"69,509.34",114.00,"63,297.93","8,283.13","9,539,010.00",25.00,"176,065.68",25.00,"137,220.54",25.00,"131,270.55","15,356.90","17,961,100.00",206.89,95.3%,53.6%,3.8%,18.2%,0.8%,28.2%,97.6%,29.7%,59.4%,17.9%,100.0%,61.2%,98.3%,55.8%,100.0%,77.9%,100.0%,74.6%,Suburb Large,3678.414531,Middle Atlantic
14450,0.0743023405,Rochester,  -   ,NY,2008,"  1,780 ","  358,871 ","15,581.46","17,783,160.00","1,740.00","280,287.20","1,590.00","69,377.51","1,145.00","48,354.86","8,517.36","9,667,850.00",30.00,"25,540.52",30.00,"16,563.66",30.00,"15,538.96","2,158.78","2,434,680.00",10.00,"53,043.02",10.00,"42,380.95",10.00,"40,510.24","4,905.32","5,680,630.00",201.61,97.8%,78.1%,1.7%,7.1%,0.6%,14.8%,91.4%,24.8%,65.8%,17.3%,100.0%,64.9%,100.0%,60.8%,100.0%,79.9%,100.0%,76.4%,Suburb Large,1199.867265,Middle Atlantic
14526,0.3883802181,Rochester,  -   ,NY,2008,"  3,559 ","  753,367 ","36,888.26","41,704,230.00","3,460.00","594,637.07","3,343.00","185,146.85","2,731.00","134,004.20","24,173.60","27,077,500.00",88.00,"66,142.55",88.00,"33,669.95",88.00,"29,669.27","4,363.94","4,965,780.00",11.00,"92,587.28",11.00,"70,837.72",11.00,"68,455.43","8,350.72","9,660,950.00",211.68,97.2%,78.9%,2.5%,8.8%,0.3%,12.3%,96.6%,31.1%,78.9%,22.5%,100.0%,50.9%,100.0%,44.9%,100.0%,76.5%,100.0%,73.9%,Suburb Large,1140.202021,Middle Atlantic
14534,0.2729717071,Rochester,  -   ,NY,2008,"  5,457 ","  1,346,615 ","67,610.96","76,697,800.00","5,188.00","1,045,933.46","5,015.00","338,212.27","4,163.00","249,917.02","46,490.00","52,395,400.00",252.00,"198,282.04",252.00,"94,586.28",252.00,"80,704.31","12,439.10","14,197,400.00",17.00,"102,399.26",17.00,"73,316.31",17.00,"69,690.60","8,681.86","10,105,000.00",246.77,95.1%,77.7%,4.6%,14.7%,0.3%,7.6%,96.7%,32.3%,80.2%,23.9%,100.0%,47.7%,100.0%,40.7%,100.0%,71.6%,100.0%,68.1%,Suburb Large,992.5338169,Middle Atlantic
14546,0.05404340805,Rochester,  -   ,NY,2008,  73 ,"  16,162 ","1,071.12","1,198,798.00",71.00,"13,270.27",71.00,"5,276.47",61.00,"4,444.42",813.96,"910,455.00",2.00,"2,891.52",2.00,"1,544.40",2.00,"1,458.30",257.16,"288,343.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221.39,97.3%,82.1%,2.7%,17.9%,0.0%,0.0%,100.0%,39.8%,85.9%,33.5%,100.0%,53.4%,100.0%,50.4%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Rural Fringe,211.1420632,Middle Atlantic
14559,0.09990753586,Rochester,  -   ,NY,2008,  851 ,"  181,490 ","10,781.76","12,065,693.00",812.00,"147,072.20",799.00,"54,908.13",722.00,"42,663.90","7,846.12","8,730,860.00",37.00,"26,189.12",37.00,"14,757.81",37.00,"13,472.24","2,105.16","2,360,800.00",2.00,"8,228.52",2.00,"7,389.09",2.00,"7,290.96",830.48,"974,033.00",213.27,95.4%,81.0%,4.3%,14.4%,0.2%,4.5%,98.4%,37.3%,88.9%,29.0%,100.0%,56.4%,100.0%,51.4%,100.0%,89.8%,100.0%,88.6%,Suburb Large,398.0471945,Middle Atlantic
14580,0.1821439777,Rochester,  -   ,NY,2008,"  4,122 ","  1,037,106 ","63,789.50","72,423,700.00","3,814.00","665,498.79","3,708.00","240,020.05","3,222.00","178,861.47","32,834.60","36,864,000.00",285.00,"214,700.95",285.00,"118,706.19",285.00,"105,911.66","16,376.90","18,542,900.00",23.00,"156,906.41",23.00,"126,167.52",23.00,"122,486.63","14,578.00","17,016,800.00",251.60,92.5%,64.2%,6.9%,20.7%,0.6%,15.1%,97.2%,36.1%,84.5%,26.9%,100.0%,55.3%,100.0%,49.3%,100.0%,80.4%,100.0%,78.1%,Suburb Large,1123.705777,Middle Atlantic
14604,1,Rochester,  -   ,NY,2014,  87 ,"  251,041 ","16,236.65","19,001,614.00",25.00,"5,302.17",24.00,"2,702.89",21.00,"2,288.32",371.02,"427,214.00",30.00,"36,272.94",30.00,"20,031.13",30.00,"18,167.22","2,472.73","2,883,500.00",32.00,"209,466.07",32.00,"120,120.36",32.00,"112,460.60","13,392.90","15,690,900.00","2,885.53",28.7%,2.1%,34.5%,14.4%,36.8%,83.4%,96.0%,51.0%,84.0%,43.2%,100.0%,55.2%,100.0%,50.1%,100.0%,57.3%,100.0%,53.7%,City Midsize,6152.576738,Middle Atlantic
14605,1,Rochester,  -   ,NY,2008,"  3,132 ","  799,156 ","52,941.60","60,845,900.00","2,881.00","319,096.94","2,865.00","112,654.93","2,158.00","78,470.94","13,962.30","15,637,000.00",204.00,"191,966.42",204.00,"118,324.73",204.00,"110,279.56","14,553.90","16,697,200.00",47.00,"288,092.67",47.00,"212,752.83",47.00,"205,062.31","24,425.40","28,511,700.00",255.16,92.0%,39.9%,6.5%,24.0%,1.5%,36.0%,99.4%,35.3%,74.9%,24.6%,100.0%,61.6%,100.0%,57.4%,100.0%,73.8%,100.0%,71.2%,City Midsize,6903.509933,Middle Atlantic
14606,1,Rochester,  -   ,NY,2014,"  10,323 ","  2,745,168 ","212,382.00","243,177,900.00","9,878.00","1,287,355.71","9,783.00","520,603.89","8,434.00","404,615.73","71,332.90","78,990,600.00",344.00,"339,212.52",344.00,"239,005.13",344.00,"229,609.86","29,333.10","33,784,300.00",101.00,"1,118,599.36",101.00,"978,550.88",101.00,"962,274.47","111,716.00","130,403,000.00",265.93,95.7%,46.9%,3.3%,12.4%,1.0%,40.7%,99.0%,40.4%,85.4%,31.4%,100.0%,70.5%,100.0%,67.7%,100.0%,87.5%,100.0%,86.0%,Suburb Large,2654.268117,Middle Atlantic
14607,1,Rochester,  -   ,NY,2014,"  3,496 ","  982,782 ","51,038.30","59,312,900.00","3,250.00","452,367.89","3,226.00","137,770.09","2,385.00","81,549.76","14,574.40","16,727,000.00",196.00,"177,890.18",196.00,"99,318.81",196.00,"88,250.96","10,993.00","12,810,900.00",50.00,"352,524.28",50.00,"230,978.75",50.00,"208,101.30","25,470.90","29,775,000.00",281.12,93.0%,46.0%,5.6%,18.1%,1.4%,35.9%,99.3%,30.5%,73.4%,18.0%,100.0%,55.8%,100.0%,49.6%,100.0%,65.5%,100.0%,59.0%,City Midsize,9209.031705,Middle Atlantic
14608,1,Rochester,  -   ,NY,2008,"  3,224 ","  734,598 ","44,304.40","50,760,200.00","3,025.00","350,045.43","2,993.00","121,402.00","2,170.00","86,466.69","15,698.10","17,476,900.00",154.00,"146,893.99",154.00,"87,916.17",153.00,"81,738.97","10,772.60","12,499,100.00",45.00,"237,658.87",45.00,"152,207.92",45.00,"144,395.66","17,833.70","20,784,200.00",227.85,93.8%,47.7%,4.8%,20.0%,1.4%,32.4%,98.9%,34.7%,71.7%,24.7%,100.0%,59.9%,99.4%,55.6%,100.0%,64.0%,100.0%,60.8%,City Midsize,7116.441574,Middle Atlantic
